speed,cot_mean
0.4151860475540161,37.49123764038086
0.46518605947494507,25.681751251220703
0.515186071395874,19.60190773010254
0.565186083316803,17.73114585876465
0.6151860952377319,16.227197647094727
0.6651861071586609,15.198724746704102
0.7151861190795898,16.69541358947754
0.7651861310005188,14.03437328338623
0.8151861429214478,14.746809005737305
0.8651861548423767,15.710980415344238
0.9151861667633057,15.60588550567627
0.9651861786842346,15.542491912841797
1.0151861906051636,13.105451583862305
1.0651862621307373,16.373056411743164
1.1151862144470215,18.59397315979004
