# it, mean_episode_cot
0,0.6470774432333807
1,2.221694491803646
2,7.313072194655736
3,2.72410507251819
4,2.012385127445062
5,1.7923453077673912
6,1.7075734660029411
7,2.554846686621507
8,2.320175051689148
9,1.8005162874857585
10,2.711287960410118
11,5.099949320157369
12,3.1040830090641975
13,3.6403156965970993
14,3.4377458890279136
15,2.974574163556099
16,2.731867636243502
17,2.8561433255672455
18,5.3302428523699446
19,3.220543622970581
20,3.9621027757724128
21,3.3778948982556662
22,3.853296379248301
23,3.702642356355985
24,3.4013424664735794
25,3.2094624092181525
26,3.3213034768899283
27,2.8054400036732354
28,3.5064039727052054
29,5.806539411346118
30,4.714743326107661
31,2.6864817986885705
32,2.6803787300984063
33,2.845292806625366
34,4.844199180603027
35,2.777621934811274
36,2.4693048745393753
37,2.8576080004374185
38,3.518460343281428
39,3.7503554224967957
40,2.767839560906092
41,6.512669737140338
42,2.886481389403343
43,3.053363651037216
44,4.745776529113452
45,2.573672433694204
46,2.4561968743801117
47,1.9194253782431285
48,1.8739737470944722
49,4.05934094140927
50,1.829097365339597
51,2.6424763575196266
52,1.8773187721769016
53,1.0457075412074726
54,0.8422655413548151
55,1.0246738667289417
56,0.7616896405816078
57,0.7146628350019455
58,0.9736142978072166
59,0.7144426628947258
60,0.7061518182357153
61,0.7017244398593903
62,0.9376977880795797
63,0.7658184344569842
64,0.6070076401034991
65,0.6862369055549303
66,0.709748794635137
67,0.8424429719646772
68,0.7988063705464205
69,0.6256812587380409
70,0.6613375830153624
71,0.5643000217775503
72,0.6049497748414675
73,0.5907094938059648
74,10.909834836920103
75,0.6939628956218561
76,0.6998934410512447
77,0.5391140095889568
78,0.8883811620374521
79,0.5902242374916872
80,0.628734060873588
81,0.6000777011116346
82,0.5385642598072687
83,0.5285531183083853
84,0.5740977438787619
85,0.5384296278158823
86,0.5469394524892172
87,0.6124267963071665
88,0.4978722619513671
89,2.1028445226450763
90,0.4872973623375098
91,0.4569406099617481
92,0.5210736083487669
93,0.4460802488029003
94,0.4529225192964077
95,0.4718431991835435
96,0.46708975980679196
97,0.4389946286876996
