speed,cot_mean
0.2847144305706024,96.32897186279297
0.3847144544124603,218.42518615722656
0.4347144663333893,50.69796371459961
0.48471447825431824,35.78111267089844
0.5347144603729248,23.23394012451172
0.5847145318984985,21.198598861694336
0.6347144842147827,26.088394165039062
0.6847145557403564,20.909313201904297
0.7347145080566406,22.013647079467773
0.7847145795822144,22.070228576660156
0.8347145318984985,22.705690383911133
0.8847146034240723,19.88555145263672
0.9347145557403564,18.127944946289062
0.9847146272659302,16.36249542236328
1.0347145795822144,33.6393928527832
