# it, mean_episode_cot
0,0.8711387605095903
1,3.427134265502294
2,6.272451675186555
3,2.3079181189338365
4,2.7249698837598166
5,2.7240997031331062
6,2.441649300356706
7,1.6479990979035695
8,3.4858763118584952
9,3.3824357638756433
10,7.2740650450189905
11,3.890597924590111
12,3.8141549775997796
13,2.145925914247831
14,2.7779641101757684
15,3.0396062433719635
16,5.514274095495542
17,2.6584416727224984
18,4.785704771677653
19,2.618901178240776
20,4.073485309878985
21,6.6553935110569
22,4.028991376360257
23,2.9327143679062524
24,3.5557520240545273
25,4.735841964681943
26,5.798084517319997
27,3.252248009045919
28,6.246990114450455
29,2.786189615726471
30,4.297117655475934
31,2.8500061134497323
32,3.4727580895026526
33,4.342083498835564
34,3.7736027389764786
35,2.796416794260343
36,4.515347694357236
37,3.8981874734163284
38,4.7492769459883375
39,3.6583240032196045
40,5.272240608930588
41,3.5683120439449945
42,5.667048980792363
43,3.243835081656774
44,3.0365422566731772
45,3.2990011125802994
46,6.873084311683972
47,58.604514787594475
48,1.6821029633283615
49,1.7670912891626358
50,1.66522212823232
51,2.6410813877979913
52,2.016023427248001
53,1.499397079149882
54,1.6822913363575935
55,1.1452779024839401
56,0.9424265374739965
57,1.1290482804179192
58,0.8563320090373358
59,21.631077577670414
60,1.223907855649789
61,0.8066174189249674
62,0.7652672727902731
63,0.8183979988098145
64,0.7349183534582456
65,0.8231477811932564
66,0.6985082228978475
67,0.767766090730826
68,0.9823657597104708
69,0.8356788804133733
70,0.6691032325228056
71,0.7066245004534721
72,0.7022489383816719
73,0.6916576102375984
74,0.6329168354471525
75,1.1115857337911923
76,0.6217964440584183
77,0.6711396450797716
78,0.9926375697056452
79,0.6517272777855396
80,0.640946793059508
81,0.6873518948753675
82,0.605843593676885
83,1.153889499604702
84,0.7662794714172682
85,0.6249487698078156
86,0.6319258858760198
87,0.6205199013153712
88,0.6026043618718783
89,0.7431367027262846
90,0.5505579151213169
91,0.5806455959876379
92,0.5630673207342625
93,0.6644154625634352
94,0.5873884235819181
95,0.5531199462711811
96,0.5872875886658827
97,0.5705498531460762
98,0.5736743720869223
99,0.6857411426802477
100,0.5787549279630184
101,3.915897178153197
102,0.5840070955455303
103,0.913164651642243
104,0.6461459870139757
105,0.6836947339276472
106,0.5779381083945433
107,0.6130828447639942
108,0.5220697000622749
109,0.522376815478007
110,0.5197670571506023
111,0.5342734257380167
112,0.6759823200603327
113,0.5110359241565069
114,0.5462851002812386
115,0.5054059512913227
116,0.5673018544912338
117,0.54927172139287
118,0.5496544217069944
119,0.5056687022248904
120,0.5123729904492696
121,0.5387382308642069
122,0.6681400015950203
123,0.5288120818634828
124,0.5194415052731832
125,0.5066438727080822
126,0.5284545545776685
127,0.5204593154291312
128,0.5003715430696806
129,0.5385300529499849
130,0.6461364924907684
131,0.5913669082025687
132,0.49729565779368085
133,0.4871134137113889
134,0.9827607969443003
135,0.5927708844343821
136,0.5477285074690977
137,0.5082499347627163
138,0.5771045361955961
139,0.4637323518594106
140,1.1042316667735577
141,0.570836586256822
142,0.4487270762523015
143,0.4769324101507664
144,0.5335439170400301
145,0.4638052818675836
146,0.6777584068477154
147,0.47630225121974945
148,0.5963036070267359
149,0.43400222063064575
150,0.45613526925444603
151,0.44190751761198044
152,0.44700364271799725
153,0.4369746794303258
154,0.4350396580994129
155,0.4875928424298763
156,0.659649687508742
157,0.46536975850661594
158,0.6441938194135824
159,0.9355018498996893
160,0.4178537540137768
161,0.4875035372873147
162,0.4251430941124757
163,0.4096597159902255
164,0.5027619277437528
165,0.4110528143743674
166,0.4550234489142895
167,0.5951705550154051
168,0.45211905241012573
169,0.4440775973101457
170,0.4023504654566447
171,0.4251672451694806
172,0.6615808544059595
173,0.6343821411331495
174,0.41255010043581325
175,0.4952041345338027
176,0.44959236681461334
177,0.4700559228658676
178,0.5000852917631468
179,0.5170142265657584
180,0.40341025590896606
181,0.5840691874424616
182,0.5237430321673552
183,0.4214959256350994
184,0.4096970756848653
185,0.3945641989509265
186,0.5083379546801249
187,0.45763055980205536
188,0.5704965765277544
189,0.5989736020565033
190,0.6113872081041336
191,0.7155604672928652
192,0.4206429881354173
193,0.48300756389896077
194,0.5805534931520621
195,0.6356330364942551
196,0.5380089059472084
197,0.5790331015984217
198,0.6713753454387188
199,0.5066365425785383
200,0.5018386393785477
201,0.5479261589546999
202,0.5542460642755032
203,0.711951262007157
204,0.7944829935828844
205,0.4995289221405983
206,0.7128149457275867
207,0.9578767567873001
208,0.5118776758511862
209,0.5669309484461943
210,0.4858451721568902
211,0.4969048984348774
212,0.5197290082772573
213,0.4536837451159954
214,0.4609614983201027
215,0.49120358005166054
216,0.43120916560292244
217,0.4175901797910531
218,0.6064815645416578
219,0.6075962769488493
220,1.5026110808054607
221,0.40046171223123866
222,0.40075235689679783
223,0.4760245295862357
224,0.4344119615852833
225,0.44609957933425903
226,0.3697364317874114
227,0.36195150141914684
228,0.39481248209873837
229,0.4023068994283676
230,0.39989600082238513
231,0.3526833268503348
232,0.39278005187710124
233,0.4292522805432479
234,0.44340075304110843
235,0.36091797798871994
236,0.37347237517436344
237,0.37487533936897915
238,0.5216803352038065
239,0.41429827362298965
240,0.3433102381726106
241,0.3812251177926858
242,0.5596006040771803
243,0.399886983136336
244,0.43795158217350644
245,0.4282645160953204
246,0.5025309001406034
247,0.350304735203584
248,0.40149203936258954
249,0.3927633973459403
250,1.0401549103359382
251,0.5162173534433047
252,0.5004348494112492
253,0.4228738298018773
254,0.4329058341681957
255,0.5669364196558794
256,0.4341592999796073
257,0.5293794448177019
258,0.5728883954385916
259,0.46426039189100266
260,0.8118273441990217
261,0.574039451777935
262,0.47819863880674046
263,0.43525829538702965
264,0.5907917457322279
265,0.44193629051248234
266,0.45840036993225414
267,0.4367162634929021
268,0.39821359018484753
269,0.48140285536646843
270,0.4216771138211091
271,0.409076480815808
272,0.3722715638577938
273,0.4187151516477267
274,0.4083106592297554
275,0.39256875962018967
276,0.5251754571994146
277,6.671752029409011
278,0.4330398465196292
279,0.5561589089532694
280,0.43959299847483635
281,0.41798411433895427
282,0.3607434071600437
283,0.6758509092032909
284,0.4429379304250081
285,0.3556631865600745
286,0.3523084906240304
287,0.5335758278767267
288,0.4483759291470051
289,0.4442997711400191
290,0.42531197269757587
291,0.4771678385635217
292,0.3423416403432687
293,0.3570052807529767
294,0.42778655762473744
295,0.48933016632994014
296,1.3311536895732086
297,0.33707743634780246
298,0.3367466206351916
299,0.33549269412954646
300,0.3560602677365144
301,0.4815125875174999
302,0.31468909978866577
303,0.34607240930199623
304,0.3240642100572586
305,0.322400430838267
306,0.35703947270909947
307,0.3342112178603808
308,0.33025488009055454
309,0.3121533654630184
310,0.32624300941824913
311,0.33347329373161
312,0.368089880173405
313,0.3388177913924058
314,0.44403553754091263
315,0.5929263556996981
316,0.32823101058602333
317,0.3704933350284894
318,0.3340524521966775
319,0.3948906535903613
320,0.33485474189122516
321,0.32038360337416333
322,0.3320608486731847
323,0.3259063350657622
324,0.36325500657161075
325,0.33223044375578564
326,0.34169242593149346
327,0.38810931767026585
328,0.3477706474562486
329,0.32844341297944385
330,0.39231997231642407
331,0.35583653797705966
332,0.36476950347423553
333,0.3311377701659997
334,0.41460326065619785
335,0.48054922247926396
336,0.3517218939960003
337,0.3362987202902635
338,0.32389090582728386
339,0.32552004729708034
340,0.3223208586374919
341,0.3424677923321724
342,0.3392494358122349
343,0.3882875156899293
344,0.31904083242019016
345,0.35290805002053577
346,1.099420761068662
347,0.3147796355187893
348,0.3572670519351959
349,0.3558276407420635
350,0.3183535213271777
351,0.35380756730834645
352,0.3418064738313357
353,0.330718282610178
354,0.37881882799168426
355,0.44661495089530945
356,0.3166871356467406
357,0.31999873369932175
358,0.3497808389365673
359,0.33496133734782535
360,1.1131615775326889
361,0.40389007329940796
362,0.46475983411073685
363,0.3147958926856518
364,0.31960224608580273
365,0.31471197431286174
366,0.31342724710702896
367,0.33040857190887135
368,0.3103024822970231
369,0.32400140911340714
370,1.2114837914705276
371,0.42051316673556965
372,0.320090277120471
373,0.3166498926778634
374,0.43448581794897717
375,0.34182262048125267
376,0.7012220062315464
377,0.3235727747281392
378,0.32466540733973187
379,0.3446606708069642
380,0.36103685200214386
381,0.29383839294314384
382,0.31850696355104446
383,0.30967729290326435
384,0.3856603379050891
385,0.4382519709567229
386,0.3045012131333351
387,0.3660852002600829
388,0.3099737788240115
389,0.31426520893971127
390,0.31386156007647514
391,0.3595004913707574
392,0.3862633357445399
393,0.32632796963055927
394,0.353938194612662
395,0.3371230314175288
396,0.3140973827491204
397,0.37116645897428197
398,0.3253092523664236
399,0.32218506187200546
400,0.31816791867216426
401,0.39280490577220917
402,0.30461105580131215
403,0.32499690850575763
404,0.3849815235783656
405,0.3598317913711071
406,0.3247646590073903
407,0.2991002102692922
408,0.4860982683797677
409,0.3717629288633664
410,0.3130592902501424
411,0.37429239228367805
412,0.4064217781027158
413,0.3076203353703022
414,0.3046767885486285
415,0.3008735490341981
416,0.2939680131773154
417,0.6253733380387226
418,0.3870123376448949
419,0.32771673053503036
420,0.3295840695500374
421,0.35075896978378296
422,0.3629220674435298
423,0.35055745765566826
424,0.30731407180428505
425,0.9212591337660948
426,1.1891885412236054
427,0.4233420540889104
428,0.339646910627683
429,0.3077190009256204
430,0.35646043966213864
431,0.2946195888022582
432,0.3200881779193878
433,0.31407105798522633
434,0.33084856532514095
435,0.30107520644863445
436,0.4489891454577446
437,0.3455626579622428
438,0.6106195983787378
439,2.959377095103264
440,0.6144238536556562
441,0.4558420081933339
442,0.5179454113046328
443,0.43011896560589474
444,0.5505337206025919
445,0.35840988469620544
446,0.43244292835394543
